Timestamp, Temp(C), DO(mg/L), Salinity(PPT), pH, Status
2026-07-23 19:58:30, 19.17, 7.84, 37.71, 8.8, ALERT: Salinity Error (37.71 PPT) | pH Error (8.8)
2026-07-23 19:58:31, 15.24, 6.91, 30.84, 8.14, System Stable
2026-07-23 19:58:32, 25.12, 8.33, 28.73, 8.01, ALERT: Temp Error (25.12°C)
2026-07-23 19:58:33, 19.67, 5.9, 34.1, 7.82, System Stable
2026-07-23 19:58:34, 17.93, 6.63, 28.17, 7.66, System Stable
2026-07-23 19:58:35, 20.22, 6.15, 30.12, 8.85, ALERT: pH Error (8.85)
2026-07-23 19:58:36, 16.33, 4.41, 33.14, 8.84, ALERT: Low Oxygen (4.41 mg/L) | pH Error (8.84)
2026-07-23 19:58:37, 15.73, 5.14, 27.32, 8.09, ALERT: Salinity Error (27.32 PPT)
2026-07-23 19:58:38, 23.97, 8.16, 35.43, 8.21, System Stable
2026-07-23 19:58:39, 22.0, 6.31, 33.45, 7.18, ALERT: pH Error (7.18)
2026-07-23 19:58:40, 12.59, 8.37, 37.57, 8.4, ALERT: Temp Error (12.59°C) | Salinity Error (37.57 PPT)
2026-07-23 19:58:41, 19.42, 7.08, 37.95, 8.23, ALERT: Salinity Error (37.95 PPT)
2026-07-23 19:58:42, 16.03, 7.66, 31.7, 7.91, System Stable
2026-07-23 19:58:43, 19.85, 4.79, 34.47, 7.93, ALERT: Low Oxygen (4.79 mg/L)
2026-07-23 19:58:44, 23.59, 6.15, 33.62, 8.38, System Stable
2026-07-23 19:58:45, 13.69, 8.21, 37.57, 7.63, ALERT: Temp Error (13.69°C) | Salinity Error (37.57 PPT)
2026-07-23 19:58:46, 25.41, 5.2, 28.59, 8.2, ALERT: Temp Error (25.41°C)
2026-07-23 19:58:47, 21.04, 7.76, 30.92, 7.85, System Stable
2026-07-23 19:58:48, 12.99, 4.24, 32.72, 7.73, ALERT: Temp Error (12.99°C) | Low Oxygen (4.24 mg/L)
2026-07-23 19:58:49, 13.94, 5.91, 34.0, 7.69, ALERT: Temp Error (13.94°C)
2026-07-23 19:58:50, 23.95, 7.74, 37.63, 7.47, ALERT: Salinity Error (37.63 PPT) | pH Error (7.47)
2026-07-23 19:58:51, 14.26, 5.98, 29.09, 7.69, System Stable
2026-07-23 19:58:52, 18.76, 5.43, 35.9, 7.65, System Stable
2026-07-23 19:58:53, 23.23, 5.68, 30.74, 8.49, System Stable
2026-07-23 19:58:54, 15.86, 7.25, 29.58, 7.9, System Stable
2026-07-23 19:58:55, 13.13, 6.74, 28.16, 8.91, ALERT: Temp Error (13.13°C) | pH Error (8.91)
2026-07-23 19:58:56, 12.96, 8.07, 31.41, 8.87, ALERT: Temp Error (12.96°C) | pH Error (8.87)
2026-07-23 19:58:57, 15.93, 7.0, 28.83, 7.35, ALERT: pH Error (7.35)
2026-07-23 19:58:58, 13.85, 6.69, 35.53, 7.22, ALERT: Temp Error (13.85°C) | pH Error (7.22)
2026-07-23 19:58:59, 17.39, 5.36, 35.58, 7.86, System Stable
2026-07-23 19:59:00, 19.28, 6.97, 37.9, 7.99, ALERT: Salinity Error (37.9 PPT)
2026-07-23 19:59:01, 21.65, 7.47, 30.52, 7.99, System Stable
2026-07-23 19:59:02, 15.67, 4.22, 31.67, 8.58, ALERT: Low Oxygen (4.22 mg/L) | pH Error (8.58)
2026-07-23 19:59:03, 23.65, 5.88, 36.79, 8.44, ALERT: Salinity Error (36.79 PPT)
2026-07-23 19:59:04, 18.88, 6.09, 34.37, 7.84, System Stable
2026-07-23 19:59:05, 14.83, 7.31, 27.84, 8.36, ALERT: Salinity Error (27.84 PPT)
2026-07-23 19:59:06, 25.69, 5.93, 29.93, 8.78, ALERT: Temp Error (25.69°C) | pH Error (8.78)
2026-07-23 19:59:07, 14.18, 7.98, 33.74, 8.35, System Stable
2026-07-23 19:59:08, 18.67, 7.08, 32.13, 8.9, ALERT: pH Error (8.9)
2026-07-23 19:59:09, 14.04, 6.56, 36.82, 8.68, ALERT: Salinity Error (36.82 PPT) | pH Error (8.68)
2026-07-23 19:59:10, 25.3, 4.42, 34.0, 8.6, ALERT: Temp Error (25.3°C) | Low Oxygen (4.42 mg/L) | pH Error (8.6)
2026-07-23 19:59:11, 17.01, 6.46, 33.22, 8.73, ALERT: pH Error (8.73)
2026-07-23 19:59:12, 18.51, 6.27, 33.23, 7.14, ALERT: pH Error (7.14)
2026-07-23 19:59:13, 21.35, 7.72, 35.71, 8.8, ALERT: pH Error (8.8)
2026-07-23 19:59:14, 19.16, 6.44, 27.08, 8.73, ALERT: Salinity Error (27.08 PPT) | pH Error (8.73)
2026-07-23 19:59:15, 25.34, 8.29, 28.5, 8.62, ALERT: Temp Error (25.34°C) | pH Error (8.62)
2026-07-23 19:59:16, 23.14, 6.06, 28.31, 8.23, System Stable
2026-07-23 19:59:17, 23.56, 4.34, 26.98, 8.98, ALERT: Low Oxygen (4.34 mg/L) | Salinity Error (26.98 PPT) | pH Error (8.98)
2026-07-23 19:59:18, 19.54, 4.66, 28.06, 8.66, ALERT: Low Oxygen (4.66 mg/L) | pH Error (8.66)
2026-07-23 19:59:19, 13.43, 5.46, 26.51, 7.33, ALERT: Temp Error (13.43°C) | Salinity Error (26.51 PPT) | pH Error (7.33)
2026-07-23 19:59:20, 18.52, 6.97, 36.09, 8.98, ALERT: Salinity Error (36.09 PPT) | pH Error (8.98)
2026-07-23 19:59:21, 22.14, 6.43, 28.8, 8.39, System Stable
2026-07-23 19:59:22, 24.79, 7.77, 35.12, 7.95, ALERT: Temp Error (24.79°C)
2026-07-23 19:59:23, 19.6, 5.96, 26.57, 8.26, ALERT: Salinity Error (26.57 PPT)
2026-07-23 19:59:24, 16.25, 7.12, 29.62, 7.81, System Stable
2026-07-23 19:59:25, 20.7, 4.89, 35.57, 7.39, ALERT: Low Oxygen (4.89 mg/L) | pH Error (7.39)
2026-07-23 19:59:26, 19.15, 5.11, 28.79, 7.38, ALERT: pH Error (7.38)
2026-07-23 19:59:27, 15.76, 6.96, 29.36, 7.93, System Stable
2026-07-23 19:59:28, 23.24, 5.45, 27.66, 7.15, ALERT: Salinity Error (27.66 PPT) | pH Error (7.15)
2026-07-23 19:59:29, 25.8, 5.4, 32.02, 8.35, ALERT: Temp Error (25.8°C)
2026-07-23 19:59:30, 25.61, 4.68, 26.84, 7.29, ALERT: Temp Error (25.61°C) | Low Oxygen (4.68 mg/L) | Salinity Error (26.84 PPT) | pH Error (7.29)
2026-07-23 19:59:31, 15.9, 6.43, 37.96, 7.17, ALERT: Salinity Error (37.96 PPT) | pH Error (7.17)
2026-07-23 19:59:32, 22.21, 6.47, 26.21, 8.85, ALERT: Salinity Error (26.21 PPT) | pH Error (8.85)
2026-07-23 19:59:33, 23.13, 6.6, 30.75, 7.38, ALERT: pH Error (7.38)
2026-07-23 19:59:34, 19.08, 7.52, 27.92, 8.12, ALERT: Salinity Error (27.92 PPT)
2026-07-23 19:59:35, 24.31, 7.25, 28.26, 7.52, ALERT: Temp Error (24.31°C)
2026-07-23 19:59:36, 19.94, 5.65, 30.69, 8.46, System Stable
2026-07-23 19:59:37, 19.41, 4.42, 32.0, 8.83, ALERT: Low Oxygen (4.42 mg/L) | pH Error (8.83)
2026-07-23 19:59:38, 22.47, 7.9, 29.93, 7.81, System Stable
2026-07-23 19:59:39, 14.42, 4.01, 27.64, 7.82, ALERT: Low Oxygen (4.01 mg/L) | Salinity Error (27.64 PPT)
2026-07-23 19:59:40, 17.39, 4.24, 28.63, 7.53, ALERT: Low Oxygen (4.24 mg/L)
2026-07-23 19:59:41, 13.17, 8.35, 35.59, 7.07, ALERT: Temp Error (13.17°C) | pH Error (7.07)
2026-07-23 19:59:42, 23.45, 4.91, 27.77, 8.63, ALERT: Low Oxygen (4.91 mg/L) | Salinity Error (27.77 PPT) | pH Error (8.63)
2026-07-23 19:59:43, 24.02, 4.69, 29.97, 7.59, ALERT: Temp Error (24.02°C) | Low Oxygen (4.69 mg/L)
2026-07-23 19:59:44, 24.3, 4.34, 28.15, 7.46, ALERT: Temp Error (24.3°C) | Low Oxygen (4.34 mg/L) | pH Error (7.46)
2026-07-23 19:59:45, 12.58, 6.28, 27.12, 8.89, ALERT: Temp Error (12.58°C) | Salinity Error (27.12 PPT) | pH Error (8.89)
2026-07-23 19:59:46, 18.83, 5.93, 30.8, 7.42, ALERT: pH Error (7.42)
2026-07-23 19:59:47, 20.56, 4.33, 30.43, 8.72, ALERT: Low Oxygen (4.33 mg/L) | pH Error (8.72)
2026-07-23 19:59:48, 22.8, 6.58, 29.12, 8.25, System Stable
2026-07-23 19:59:49, 17.4, 8.16, 27.09, 8.99, ALERT: Salinity Error (27.09 PPT) | pH Error (8.99)
2026-07-23 19:59:50, 15.99, 5.98, 29.33, 7.33, ALERT: pH Error (7.33)
2026-07-23 19:59:51, 17.04, 7.17, 31.13, 8.52, ALERT: pH Error (8.52)
2026-07-23 19:59:52, 17.71, 6.84, 36.21, 7.18, ALERT: Salinity Error (36.21 PPT) | pH Error (7.18)
2026-07-23 19:59:53, 24.75, 6.98, 33.22, 7.33, ALERT: Temp Error (24.75°C) | pH Error (7.33)
2026-07-23 19:59:54, 25.46, 6.8, 37.59, 7.03, ALERT: Temp Error (25.46°C) | Salinity Error (37.59 PPT) | pH Error (7.03)
2026-07-23 19:59:55, 22.65, 7.33, 26.81, 8.51, ALERT: Salinity Error (26.81 PPT) | pH Error (8.51)
2026-07-23 19:59:56, 16.39, 4.39, 26.05, 7.33, ALERT: Low Oxygen (4.39 mg/L) | Salinity Error (26.05 PPT) | pH Error (7.33)
2026-07-23 19:59:57, 15.58, 6.24, 35.26, 8.52, ALERT: pH Error (8.52)
2026-07-23 19:59:58, 13.51, 4.63, 30.58, 7.59, ALERT: Temp Error (13.51°C) | Low Oxygen (4.63 mg/L)
2026-07-23 19:59:59, 16.84, 7.79, 32.67, 8.79, ALERT: pH Error (8.79)
2026-07-23 20:00:00, 13.77, 4.06, 30.78, 8.1, ALERT: Temp Error (13.77°C) | Low Oxygen (4.06 mg/L)
2026-07-23 20:00:01, 19.95, 5.79, 26.38, 7.98, ALERT: Salinity Error (26.38 PPT)
2026-07-23 20:00:02, 14.92, 8.17, 27.12, 8.11, ALERT: Salinity Error (27.12 PPT)
2026-07-23 20:00:03, 13.85, 4.85, 34.62, 7.68, ALERT: Temp Error (13.85°C) | Low Oxygen (4.85 mg/L)
2026-07-23 20:00:04, 21.6, 6.94, 30.75, 7.93, System Stable
2026-07-23 20:00:05, 19.77, 5.27, 29.4, 7.97, System Stable
2026-07-23 20:00:06, 12.32, 4.2, 37.17, 7.55, ALERT: Temp Error (12.32°C) | Low Oxygen (4.2 mg/L) | Salinity Error (37.17 PPT)
2026-07-23 20:00:07, 13.53, 5.09, 34.75, 7.26, ALERT: Temp Error (13.53°C) | pH Error (7.26)
2026-07-23 20:00:08, 23.76, 4.85, 32.36, 8.59, ALERT: Low Oxygen (4.85 mg/L) | pH Error (8.59)
2026-07-23 20:00:09, 23.55, 5.13, 28.32, 7.67, System Stable
2026-07-23 20:00:10, 21.58, 5.55, 35.38, 7.74, System Stable
2026-07-23 20:00:11, 21.9, 5.52, 30.54, 8.62, ALERT: pH Error (8.62)
2026-07-23 20:00:12, 12.11, 4.59, 29.04, 7.2, ALERT: Temp Error (12.11°C) | Low Oxygen (4.59 mg/L) | pH Error (7.2)
2026-07-23 20:00:13, 21.42, 7.41, 36.03, 8.78, ALERT: Salinity Error (36.03 PPT) | pH Error (8.78)
2026-07-23 20:00:14, 15.44, 6.45, 31.76, 8.69, ALERT: pH Error (8.69)
2026-07-23 20:00:15, 24.41, 7.38, 36.93, 8.66, ALERT: Temp Error (24.41°C) | Salinity Error (36.93 PPT) | pH Error (8.66)
2026-07-23 20:00:16, 22.46, 6.14, 35.87, 8.17, System Stable
2026-07-23 20:00:17, 17.34, 8.32, 33.23, 7.19, ALERT: pH Error (7.19)
2026-07-23 20:00:18, 15.45, 6.8, 34.93, 8.54, ALERT: pH Error (8.54)
2026-07-23 20:00:19, 24.68, 7.09, 32.74, 8.64, ALERT: Temp Error (24.68°C) | pH Error (8.64)
2026-07-23 20:00:20, 25.77, 5.22, 35.15, 8.8, ALERT: Temp Error (25.77°C) | pH Error (8.8)
2026-07-23 20:00:21, 12.46, 6.09, 26.07, 7.91, ALERT: Temp Error (12.46°C) | Salinity Error (26.07 PPT)
2026-07-23 20:00:22, 23.05, 5.63, 28.2, 7.72, System Stable
2026-07-23 20:00:23, 16.26, 4.0, 35.07, 8.02, ALERT: Low Oxygen (4.0 mg/L)
2026-07-23 20:00:24, 14.62, 7.68, 28.19, 7.21, ALERT: pH Error (7.21)
2026-07-23 20:00:25, 23.34, 4.79, 35.08, 7.62, ALERT: Low Oxygen (4.79 mg/L)
2026-07-23 20:00:26, 23.64, 4.35, 37.46, 7.53, ALERT: Low Oxygen (4.35 mg/L) | Salinity Error (37.46 PPT)
2026-07-23 20:00:27, 21.84, 4.62, 27.86, 7.97, ALERT: Low Oxygen (4.62 mg/L) | Salinity Error (27.86 PPT)
2026-07-23 20:00:28, 21.87, 7.1, 35.17, 7.58, System Stable
2026-07-23 20:00:29, 23.86, 5.36, 32.32, 7.83, System Stable
2026-07-23 20:00:30, 21.26, 6.57, 33.46, 8.55, ALERT: pH Error (8.55)
2026-07-23 20:00:31, 14.54, 5.08, 30.55, 8.21, System Stable
2026-07-23 20:00:32, 13.99, 5.92, 36.57, 7.2, ALERT: Temp Error (13.99°C) | Salinity Error (36.57 PPT) | pH Error (7.2)
2026-07-23 20:00:33, 15.03, 7.15, 34.55, 7.26, ALERT: pH Error (7.26)
2026-07-23 20:00:34, 14.75, 6.95, 31.57, 8.77, ALERT: pH Error (8.77)
2026-07-23 20:00:35, 24.29, 5.93, 26.03, 7.43, ALERT: Temp Error (24.29°C) | Salinity Error (26.03 PPT) | pH Error (7.43)
2026-07-23 20:00:36, 18.84, 4.21, 28.96, 8.39, ALERT: Low Oxygen (4.21 mg/L)
2026-07-23 20:00:37, 14.02, 8.21, 34.15, 8.53, ALERT: pH Error (8.53)
2026-07-23 20:00:38, 22.11, 6.19, 35.75, 7.65, System Stable
2026-07-23 20:00:39, 19.23, 7.47, 30.72, 8.54, ALERT: pH Error (8.54)
2026-07-23 20:00:40, 25.94, 4.81, 27.82, 7.19, ALERT: Temp Error (25.94°C) | Low Oxygen (4.81 mg/L) | Salinity Error (27.82 PPT) | pH Error (7.19)
2026-07-23 20:00:41, 25.61, 5.83, 34.11, 7.96, ALERT: Temp Error (25.61°C)
2026-07-23 20:00:42, 24.17, 5.59, 33.23, 8.15, ALERT: Temp Error (24.17°C)
2026-07-23 20:00:43, 21.02, 4.61, 35.11, 7.37, ALERT: Low Oxygen (4.61 mg/L) | pH Error (7.37)
2026-07-23 20:00:44, 12.25, 8.44, 35.64, 8.07, ALERT: Temp Error (12.25°C)
2026-07-23 20:00:45, 22.34, 7.75, 34.77, 8.9, ALERT: pH Error (8.9)
2026-07-23 20:00:46, 12.24, 4.75, 28.54, 7.02, ALERT: Temp Error (12.24°C) | Low Oxygen (4.75 mg/L) | pH Error (7.02)
2026-07-23 20:00:47, 23.24, 8.24, 31.01, 7.1, ALERT: pH Error (7.1)
2026-07-23 20:00:48, 14.32, 6.95, 35.39, 8.64, ALERT: pH Error (8.64)
2026-07-23 20:00:49, 17.61, 6.81, 32.93, 8.8, ALERT: pH Error (8.8)
2026-07-23 20:00:50, 21.78, 7.48, 30.46, 7.23, ALERT: pH Error (7.23)
2026-07-23 20:00:51, 14.15, 5.19, 27.34, 8.84, ALERT: Salinity Error (27.34 PPT) | pH Error (8.84)
2026-07-23 20:00:52, 12.01, 4.58, 28.47, 7.29, ALERT: Temp Error (12.01°C) | Low Oxygen (4.58 mg/L) | pH Error (7.29)
2026-07-23 20:00:53, 17.44, 4.77, 26.33, 8.59, ALERT: Low Oxygen (4.77 mg/L) | Salinity Error (26.33 PPT) | pH Error (8.59)
2026-07-23 20:00:54, 22.87, 7.77, 26.82, 8.27, ALERT: Salinity Error (26.82 PPT)
2026-07-23 20:00:55, 24.12, 6.86, 28.47, 8.42, ALERT: Temp Error (24.12°C)
2026-07-23 20:00:56, 12.96, 5.69, 32.48, 7.91, ALERT: Temp Error (12.96°C)
2026-07-23 20:00:57, 15.48, 6.24, 32.69, 7.41, ALERT: pH Error (7.41)
2026-07-23 20:00:58, 15.72, 7.11, 34.71, 7.85, System Stable
2026-07-23 20:00:59, 25.87, 8.32, 27.5, 7.08, ALERT: Temp Error (25.87°C) | Salinity Error (27.5 PPT) | pH Error (7.08)
2026-07-23 20:01:00, 24.11, 6.48, 35.63, 8.66, ALERT: Temp Error (24.11°C) | pH Error (8.66)
2026-07-23 20:01:01, 14.3, 8.39, 31.37, 8.02, System Stable
2026-07-23 20:01:02, 12.99, 4.0, 37.46, 7.53, ALERT: Temp Error (12.99°C) | Low Oxygen (4.0 mg/L) | Salinity Error (37.46 PPT)
2026-07-23 20:01:03, 25.58, 6.76, 36.44, 7.47, ALERT: Temp Error (25.58°C) | Salinity Error (36.44 PPT) | pH Error (7.47)
2026-07-23 20:01:04, 19.01, 4.26, 31.57, 7.26, ALERT: Low Oxygen (4.26 mg/L) | pH Error (7.26)
2026-07-23 20:01:05, 15.34, 7.67, 26.87, 8.89, ALERT: Salinity Error (26.87 PPT) | pH Error (8.89)
2026-07-23 20:01:06, 12.48, 6.68, 31.01, 8.33, ALERT: Temp Error (12.48°C)
2026-07-23 20:01:07, 21.17, 5.7, 33.29, 8.78, ALERT: pH Error (8.78)
2026-07-23 20:01:08, 24.82, 7.16, 28.49, 7.56, ALERT: Temp Error (24.82°C)
2026-07-23 20:01:09, 13.4, 5.04, 35.88, 7.79, ALERT: Temp Error (13.4°C)
2026-07-23 20:01:10, 16.46, 7.52, 31.88, 7.26, ALERT: pH Error (7.26)
2026-07-23 20:01:11, 18.31, 6.85, 37.73, 7.66, ALERT: Salinity Error (37.73 PPT)
2026-07-23 20:01:12, 16.54, 4.81, 29.21, 8.35, ALERT: Low Oxygen (4.81 mg/L)
2026-07-23 20:01:13, 17.66, 5.23, 29.52, 7.92, System Stable
2026-07-23 20:01:14, 13.75, 7.02, 32.0, 8.92, ALERT: Temp Error (13.75°C) | pH Error (8.92)
2026-07-23 20:01:15, 18.63, 8.09, 32.4, 8.53, ALERT: pH Error (8.53)
2026-07-23 20:01:16, 14.32, 5.47, 26.68, 8.56, ALERT: Salinity Error (26.68 PPT) | pH Error (8.56)
2026-07-23 20:01:17, 13.99, 5.95, 32.93, 7.11, ALERT: Temp Error (13.99°C) | pH Error (7.11)
2026-07-23 20:01:18, 19.28, 7.67, 32.19, 8.73, ALERT: pH Error (8.73)
2026-07-23 20:01:19, 12.63, 6.71, 31.04, 7.69, ALERT: Temp Error (12.63°C)
2026-07-23 20:01:20, 13.29, 7.45, 34.39, 7.42, ALERT: Temp Error (13.29°C) | pH Error (7.42)
2026-07-23 20:01:21, 21.04, 6.51, 29.86, 7.22, ALERT: pH Error (7.22)
2026-07-23 20:01:22, 21.19, 5.72, 29.3, 7.39, ALERT: pH Error (7.39)
2026-07-23 20:01:23, 19.09, 8.08, 31.34, 7.27, ALERT: pH Error (7.27)
2026-07-23 20:01:24, 21.25, 8.12, 28.76, 8.74, ALERT: pH Error (8.74)
2026-07-23 20:01:25, 22.38, 4.87, 37.99, 8.6, ALERT: Low Oxygen (4.87 mg/L) | Salinity Error (37.99 PPT) | pH Error (8.6)
2026-07-23 20:01:26, 12.7, 4.62, 30.49, 8.85, ALERT: Temp Error (12.7°C) | Low Oxygen (4.62 mg/L) | pH Error (8.85)
2026-07-23 20:01:27, 21.62, 8.41, 33.82, 8.55, ALERT: pH Error (8.55)
2026-07-23 20:01:28, 19.92, 7.16, 34.46, 7.92, System Stable
2026-07-23 20:01:29, 25.13, 7.42, 37.55, 8.65, ALERT: Temp Error (25.13°C) | Salinity Error (37.55 PPT) | pH Error (8.65)
2026-07-23 20:01:30, 13.27, 4.48, 32.89, 8.14, ALERT: Temp Error (13.27°C) | Low Oxygen (4.48 mg/L)
2026-07-23 20:01:31, 20.05, 7.29, 26.09, 7.83, ALERT: Salinity Error (26.09 PPT)
2026-07-23 20:01:32, 12.03, 5.4, 32.04, 8.18, ALERT: Temp Error (12.03°C)
2026-07-23 20:01:33, 16.31, 5.07, 30.81, 7.65, System Stable
2026-07-23 20:01:34, 20.21, 4.89, 30.02, 7.15, ALERT: Low Oxygen (4.89 mg/L) | pH Error (7.15)
2026-07-23 20:01:35, 18.79, 7.43, 31.14, 7.3, ALERT: pH Error (7.3)
2026-07-23 20:01:36, 15.58, 4.13, 32.42, 7.75, ALERT: Low Oxygen (4.13 mg/L)
2026-07-23 20:01:37, 17.33, 7.51, 28.97, 7.09, ALERT: pH Error (7.09)
2026-07-23 20:01:38, 20.67, 6.97, 35.78, 7.9, System Stable
2026-07-23 20:01:39, 17.8, 5.66, 37.79, 7.47, ALERT: Salinity Error (37.79 PPT) | pH Error (7.47)
2026-07-23 20:01:40, 15.81, 5.18, 26.23, 7.8, ALERT: Salinity Error (26.23 PPT)
2026-07-23 20:01:41, 22.07, 6.56, 34.97, 8.81, ALERT: pH Error (8.81)
2026-07-23 20:01:42, 13.02, 4.22, 34.98, 8.59, ALERT: Temp Error (13.02°C) | Low Oxygen (4.22 mg/L) | pH Error (8.59)
2026-07-23 20:01:43, 12.13, 8.2, 26.16, 8.91, ALERT: Temp Error (12.13°C) | Salinity Error (26.16 PPT) | pH Error (8.91)
2026-07-23 20:01:44, 23.67, 7.36, 31.37, 7.16, ALERT: pH Error (7.16)
2026-07-23 20:01:45, 17.26, 6.54, 31.41, 8.18, System Stable
2026-07-23 20:01:46, 21.28, 8.23, 33.1, 8.77, ALERT: pH Error (8.77)
2026-07-23 20:01:47, 18.28, 8.41, 35.25, 7.13, ALERT: pH Error (7.13)
2026-07-23 20:01:48, 12.85, 8.14, 33.22, 7.1, ALERT: Temp Error (12.85°C) | pH Error (7.1)
2026-07-23 20:01:49, 16.98, 5.47, 36.65, 7.85, ALERT: Salinity Error (36.65 PPT)
2026-07-23 20:01:50, 23.47, 6.99, 30.49, 8.34, System Stable
2026-07-23 20:01:51, 23.9, 6.14, 34.41, 7.93, System Stable
2026-07-23 20:01:52, 23.62, 7.59, 30.35, 8.5, System Stable
2026-07-23 20:01:53, 24.61, 5.38, 28.59, 7.61, ALERT: Temp Error (24.61°C)
2026-07-23 20:01:54, 23.68, 6.55, 35.03, 8.04, System Stable
2026-07-23 20:01:55, 13.88, 4.88, 33.97, 8.56, ALERT: Temp Error (13.88°C) | Low Oxygen (4.88 mg/L) | pH Error (8.56)
2026-07-23 20:01:56, 17.93, 4.82, 36.8, 7.42, ALERT: Low Oxygen (4.82 mg/L) | Salinity Error (36.8 PPT) | pH Error (7.42)
2026-07-23 20:01:57, 12.73, 8.43, 31.39, 8.64, ALERT: Temp Error (12.73°C) | pH Error (8.64)
2026-07-23 20:01:58, 20.92, 7.27, 34.51, 8.15, System Stable
2026-07-23 20:01:59, 18.99, 6.76, 29.02, 8.59, ALERT: pH Error (8.59)
2026-07-23 20:02:00, 25.76, 6.65, 26.99, 7.89, ALERT: Temp Error (25.76°C) | Salinity Error (26.99 PPT)
2026-07-23 20:02:01, 15.51, 7.9, 35.58, 8.42, System Stable
2026-07-23 20:02:02, 14.58, 6.91, 33.21, 7.66, System Stable
2026-07-23 20:02:03, 21.78, 5.27, 37.91, 7.1, ALERT: Salinity Error (37.91 PPT) | pH Error (7.1)
2026-07-23 20:02:04, 15.71, 4.22, 30.04, 7.11, ALERT: Low Oxygen (4.22 mg/L) | pH Error (7.11)
2026-07-23 20:02:05, 21.69, 7.54, 37.82, 8.44, ALERT: Salinity Error (37.82 PPT)
2026-07-23 20:02:06, 24.22, 4.85, 34.59, 7.33, ALERT: Temp Error (24.22°C) | Low Oxygen (4.85 mg/L) | pH Error (7.33)
2026-07-23 20:02:07, 15.48, 7.45, 32.62, 8.22, System Stable
2026-07-23 20:02:08, 18.75, 5.33, 31.31, 7.72, System Stable
2026-07-23 20:02:09, 24.53, 4.39, 30.58, 8.57, ALERT: Temp Error (24.53°C) | Low Oxygen (4.39 mg/L) | pH Error (8.57)
2026-07-23 20:02:10, 16.1, 5.35, 27.47, 7.75, ALERT: Salinity Error (27.47 PPT)
2026-07-23 20:02:11, 16.84, 8.14, 27.21, 7.15, ALERT: Salinity Error (27.21 PPT) | pH Error (7.15)
2026-07-23 20:02:12, 20.84, 8.28, 33.74, 7.59, System Stable
2026-07-23 20:02:13, 23.71, 7.47, 26.47, 8.23, ALERT: Salinity Error (26.47 PPT)
2026-07-23 20:02:14, 13.39, 7.86, 34.32, 8.32, ALERT: Temp Error (13.39°C)
2026-07-23 20:02:15, 19.39, 7.61, 27.55, 8.62, ALERT: Salinity Error (27.55 PPT) | pH Error (8.62)
2026-07-23 20:02:16, 25.28, 6.73, 33.13, 8.85, ALERT: Temp Error (25.28°C) | pH Error (8.85)
2026-07-23 20:02:17, 13.83, 4.84, 28.8, 7.53, ALERT: Temp Error (13.83°C) | Low Oxygen (4.84 mg/L)
2026-07-23 20:02:18, 18.32, 5.71, 36.54, 8.88, ALERT: Salinity Error (36.54 PPT) | pH Error (8.88)
2026-07-23 20:02:19, 12.11, 5.38, 29.11, 7.13, ALERT: Temp Error (12.11°C) | pH Error (7.13)
2026-07-23 20:02:20, 18.04, 5.6, 36.33, 8.65, ALERT: Salinity Error (36.33 PPT) | pH Error (8.65)
2026-07-23 20:02:21, 12.0, 7.59, 31.68, 7.79, ALERT: Temp Error (12.0°C)
2026-07-23 20:02:22, 19.9, 5.37, 28.07, 8.44, System Stable
2026-07-23 20:02:23, 21.02, 5.43, 37.98, 7.79, ALERT: Salinity Error (37.98 PPT)
2026-07-23 20:02:24, 24.9, 4.45, 33.74, 7.91, ALERT: Temp Error (24.9°C) | Low Oxygen (4.45 mg/L)
2026-07-23 20:02:25, 25.91, 4.4, 26.87, 8.09, ALERT: Temp Error (25.91°C) | Low Oxygen (4.4 mg/L) | Salinity Error (26.87 PPT)
2026-07-23 20:02:26, 16.38, 7.68, 32.8, 7.33, ALERT: pH Error (7.33)
2026-07-23 20:02:27, 12.04, 4.86, 28.02, 8.0, ALERT: Temp Error (12.04°C) | Low Oxygen (4.86 mg/L)
2026-07-23 20:02:28, 14.06, 7.92, 37.12, 8.36, ALERT: Salinity Error (37.12 PPT)
2026-07-23 20:02:29, 16.44, 4.93, 27.65, 7.88, ALERT: Low Oxygen (4.93 mg/L) | Salinity Error (27.65 PPT)
2026-07-23 20:02:30, 14.63, 4.36, 37.77, 8.99, ALERT: Low Oxygen (4.36 mg/L) | Salinity Error (37.77 PPT) | pH Error (8.99)
2026-07-23 20:02:31, 13.99, 4.22, 29.22, 8.15, ALERT: Temp Error (13.99°C) | Low Oxygen (4.22 mg/L)
2026-07-23 20:02:32, 18.0, 4.28, 32.74, 8.12, ALERT: Low Oxygen (4.28 mg/L)
2026-07-23 20:02:33, 20.13, 4.04, 26.47, 7.26, ALERT: Low Oxygen (4.04 mg/L) | Salinity Error (26.47 PPT) | pH Error (7.26)
2026-07-23 20:02:34, 20.75, 7.23, 35.96, 7.76, System Stable
2026-07-23 20:02:35, 20.19, 4.57, 35.99, 7.23, ALERT: Low Oxygen (4.57 mg/L) | pH Error (7.23)
2026-07-23 20:02:36, 16.7, 6.89, 31.8, 8.42, System Stable
2026-07-23 20:02:37, 17.17, 5.18, 34.53, 8.66, ALERT: pH Error (8.66)
2026-07-23 20:02:38, 22.35, 7.78, 33.54, 8.56, ALERT: pH Error (8.56)
